,angle,lObjDetected,p1Detected,fObjDetected,p5Detected,rObjDetected,vlm_feedback,prev_action,action
1612,2.6759943,1,0,1,1,1,right,2,2
1613,-0.138571669,1,0,0,0,1,none,0,0
1614,-0.123927567,0,0,0,0,1,none,0,0
1615,-0.897951007,0,1,1,1,0,left,2,0
1616,1.142839308,0,0,1,1,1,both,1,0
1617,3.048664922,0,0,0,0,1,none,1,0
1618,0.79405993,1,1,0,0,0,none,2,2
1619,-2.299504454,0,1,1,0,0,both,1,1
1620,-2.262214282,0,1,1,0,0,left,1,1
1621,2.791001679,0,1,1,1,1,right,1,0
1622,-2.737028134,1,0,1,1,1,left,1,1
1623,-0.290975709,0,0,1,1,0,left,2,0
1624,0.184053555,1,1,1,0,1,both,1,0
1625,-0.476864385,0,0,0,1,1,none,1,1
1626,-1.014149086,1,1,0,1,0,none,0,0
1627,-1.445950073,0,1,0,0,0,none,2,0
1628,-0.730153603,1,0,1,1,1,right,0,2
1629,0.319472633,0,1,1,1,1,both,1,0
1630,2.188578129,0,0,0,0,1,none,2,0
1631,1.712851522,0,1,1,0,1,right,0,2
1632,2.245647994,1,0,0,0,1,none,0,0
1633,2.402171235,1,1,1,1,0,left,1,1
1634,0.009214003,1,1,1,0,0,right,0,2
1635,0.618530027,1,1,1,0,1,right,2,2
1636,1.594405756,1,0,1,1,0,left,2,0
1637,0.988825998,0,0,1,1,0,both,2,2
1638,1.772582975,0,0,0,0,0,none,0,2
1639,1.449632574,1,1,1,1,1,both,2,2
1640,0.898825957,1,1,0,1,1,none,0,0
1641,1.669632949,1,0,0,0,1,none,2,0
1642,2.794689663,1,1,1,1,1,right,1,0
1643,-0.038319708,1,1,0,0,1,none,2,0
1644,0.41823325,0,1,0,1,1,none,2,0
1645,0.928538149,1,1,0,1,0,none,2,0
1646,2.62526131,0,0,0,0,0,none,0,2
1647,-0.085450533,1,1,1,1,1,both,1,1
1648,-1.138019624,1,0,1,1,0,right,1,0
1649,-1.037418235,1,0,1,0,1,right,2,2
1650,-1.309022963,0,1,1,0,1,left,2,0
1651,1.494335398,0,1,1,1,0,both,0,2
1652,2.652775056,1,1,0,1,1,none,1,0
1653,-0.155991768,1,1,0,1,0,none,2,0
1654,0.105270688,0,0,1,0,0,both,2,2
1655,0.595785375,0,0,0,0,1,none,1,0
1656,-0.395446084,1,0,1,1,1,left,0,1
1657,0.083222528,1,1,1,0,1,right,1,0
1658,2.897947336,1,1,1,1,1,right,0,2
1659,3.125602137,0,0,1,0,0,right,1,0
1660,2.690561556,0,1,1,0,1,right,0,2
1661,-0.355957768,0,1,0,1,1,none,0,0
1662,-1.220323215,0,0,0,1,1,none,2,0
1663,3.054419242,1,0,0,0,1,none,2,0
1664,-2.610554206,1,1,0,1,0,none,1,0
1665,-1.229362545,1,1,1,0,1,left,0,1
1666,-1.994741899,1,0,0,1,1,none,1,0
1667,-0.746509926,1,1,1,0,0,both,0,1
1668,-1.76359315,1,1,1,1,0,right,0,2
1669,3.061758083,0,0,0,1,0,none,1,0
1670,-0.23508547,0,1,1,1,1,left,2,0
1671,-1.557171684,0,0,1,1,0,right,2,2
1672,2.421598083,1,1,1,0,1,left,2,0
1673,-1.895234287,1,1,0,1,0,none,1,0
1674,-2.444844596,0,0,1,1,1,both,2,0
1675,3.015442722,0,0,0,1,0,none,2,0
1676,-2.485617779,1,0,0,0,0,none,2,0
1677,1.412878038,1,1,1,0,0,left,2,0
1678,2.27933557,0,0,0,0,0,none,2,2
1679,0.564850532,0,0,0,1,1,none,0,0
1680,-0.930444576,0,0,0,1,1,none,2,0
1681,-0.41078562,0,0,0,0,1,none,2,0
1682,1.535498138,0,1,1,1,1,left,2,0
1683,0.003936593,0,1,0,0,1,none,1,0
1684,-1.971994161,0,0,1,0,0,left,1,1
1685,-1.730806123,0,0,0,0,0,none,2,0
1686,0.396547912,1,0,0,0,0,none,1,0
1687,2.56599016,1,0,1,1,0,left,1,1
1688,-1.658221513,1,1,0,0,1,none,2,0
1689,-2.474728728,0,0,0,0,0,none,2,0
1690,2.028199921,0,0,0,0,0,none,1,0
1691,-1.555105523,0,0,1,1,0,right,1,0
1692,1.848525661,1,0,0,0,1,none,0,0
1693,-1.484617565,1,0,0,1,0,none,0,0
1694,0.659235566,0,0,1,1,0,both,1,0
1695,-2.958101958,0,1,1,1,0,both,1,1
1696,1.487834452,1,0,0,1,1,none,1,0
1697,-0.477009764,0,1,0,1,1,none,0,0
1698,-2.115135551,0,1,1,1,1,right,0,2
1699,0.779476443,1,1,1,1,0,both,2,2
1700,1.286944007,1,1,0,0,0,none,1,0
1701,-0.664149715,1,0,0,1,0,none,2,0
1702,0.273027752,1,1,1,0,0,left,1,1
1703,2.10794609,1,1,1,1,0,right,2,2
1704,0.812038774,0,0,1,1,1,left,0,1
1705,1.793421151,0,1,0,0,0,none,0,2
1706,0.998541598,1,1,0,0,1,none,0,0
1707,-0.522950448,0,0,1,0,1,left,2,0
1708,-1.291112175,0,1,1,0,0,left,1,1
1709,-2.857952688,0,0,0,1,0,none,2,0
1710,-1.641714122,1,0,0,0,1,none,0,0
1711,-3.104481988,0,0,0,0,0,none,0,1
1712,1.722243983,1,0,1,0,1,left,1,1
1713,1.844569704,1,0,1,0,0,both,1,0
1714,1.975086684,1,1,0,0,1,none,2,0
1715,2.346616573,1,1,1,1,1,right,2,2
1716,-0.225193721,1,1,0,1,0,none,0,0
1717,-1.904087338,1,1,1,1,1,left,2,0
1718,-0.005189544,1,0,0,1,1,none,0,0
1719,-1.791584225,0,0,0,1,1,none,0,1
1720,2.256352621,0,0,0,0,1,none,0,0
1721,1.800866419,1,1,1,0,1,right,2,2
1722,2.301648839,0,0,1,1,1,right,0,2
1723,0.893870221,1,1,0,1,1,none,2,0
1724,-0.495157644,0,1,1,1,0,right,2,2
1725,-2.276799924,1,0,0,0,1,none,2,0
1726,2.377879052,1,0,0,0,0,none,0,2
1727,0.852717817,1,1,0,0,1,none,0,0
1728,-1.098880613,0,1,1,0,0,both,2,0
1729,-2.530146674,0,1,0,0,1,none,2,0
1730,2.972236979,1,0,0,1,0,none,1,0
1731,-2.672889917,1,0,0,1,1,none,1,0
1732,3.130849458,1,1,0,1,0,none,2,0
1733,0.765327481,0,1,0,0,0,none,1,0
1734,2.060976383,1,1,1,0,1,both,1,0
1735,2.197203686,0,0,0,0,1,none,1,0
1736,2.359673563,0,0,0,0,0,none,1,0
1737,1.595424606,1,0,0,1,0,none,1,0
1738,-1.769652459,1,1,0,0,0,none,1,0
1739,-0.891994856,1,0,0,1,0,none,1,0
1740,-0.954431497,0,1,1,1,0,both,0,1
1741,-1.644672241,0,0,0,1,0,none,0,1
1742,2.037420246,0,1,0,1,1,none,0,0
1743,-1.852458377,1,1,0,0,1,none,2,0
1744,-0.094010048,0,0,0,1,0,none,2,0
1745,-1.877091565,1,1,0,1,0,none,2,0
1746,0.150753034,1,0,0,0,1,none,1,0
1747,-1.532111146,0,1,1,1,1,right,0,2
1748,1.338805864,0,1,0,0,0,none,2,2
1749,-2.250757904,1,1,1,0,0,left,0,1
1750,-2.447989191,0,1,1,0,0,both,0,1
1751,-1.756882086,1,0,0,0,0,none,2,0
1752,1.38457864,0,1,0,1,1,none,0,0
1753,-2.980671297,1,1,1,1,0,both,1,1
1754,-0.271158261,1,0,1,1,1,right,1,0
1755,1.853695196,0,0,0,1,0,none,2,0
1756,-2.129367141,0,1,1,1,0,right,2,2
1757,3.044670929,0,1,0,1,1,none,1,0
1758,-2.686172616,1,1,1,1,1,left,2,0
1759,-1.094314888,1,0,0,0,1,none,2,0
1760,0.886331172,1,0,1,1,1,both,2,2
1761,0.842245779,0,0,0,0,0,none,2,2
1762,2.365111817,0,0,1,0,0,right,2,2
1763,-2.623470587,0,0,1,1,0,both,2,0
1764,-0.515779655,1,0,1,0,0,left,1,1
1765,0.38453663,1,1,0,1,1,none,0,0
1766,0.461607101,1,0,1,1,1,left,1,1
1767,1.062052497,0,0,1,1,1,right,2,2
1768,2.512850608,1,0,0,0,0,none,2,2
1769,2.607511936,1,0,1,1,1,both,0,2
1770,1.777562079,1,1,1,1,1,right,0,2
1771,-1.865899865,0,0,1,0,1,right,0,2
1772,-2.389580979,1,0,0,1,1,none,1,0
1773,-0.952597013,0,1,1,0,0,left,0,1
1774,-1.569861468,1,0,0,0,0,none,1,0
1775,2.65087999,0,1,1,0,1,right,0,2
1776,-0.257278025,1,0,0,0,0,none,0,0
1777,-0.094534705,0,1,1,0,1,right,0,2
1778,0.172165191,0,1,1,1,0,right,0,2
1779,-2.526406035,0,1,0,0,0,none,0,0
1780,-2.312677303,1,0,1,1,1,both,2,0
1781,-1.659136144,0,1,0,0,0,none,2,0
1782,1.381554131,1,1,0,0,1,none,0,0
1783,-0.174826465,0,1,1,0,1,left,0,1
1784,2.197847919,1,0,0,0,0,none,2,2
1785,2.169792992,0,1,0,0,0,none,2,2
1786,-1.188590992,1,1,1,0,1,left,2,0
1787,1.96352122,1,0,1,0,0,right,2,2
1788,0.86821693,1,1,0,0,1,none,1,0
1789,-2.35045917,0,1,0,1,1,none,1,0
1790,-1.829212657,1,0,0,0,0,none,2,0
1791,-1.330679747,1,1,0,0,0,none,0,0
1792,-0.125934334,1,0,0,0,1,none,2,0
1793,0.599852148,1,1,1,0,0,right,0,2
1794,2.659928491,1,0,0,0,0,none,0,2
1795,0.56961749,0,0,0,0,0,none,2,2
1796,2.641481217,0,0,1,1,0,left,1,1
1797,-1.219327054,0,1,0,1,0,none,1,0
1798,1.35582068,0,1,0,0,1,none,1,0
1799,-1.526597057,0,1,1,0,0,both,2,0
1800,-0.851896097,1,0,0,0,1,none,0,0
1801,-0.546210196,1,0,1,1,1,right,2,2
1802,-0.172963852,1,1,1,1,0,right,0,2
1803,0.992188969,1,1,0,0,0,none,0,2
1804,0.996378116,1,0,1,0,0,both,2,2
1805,-0.385342535,0,0,1,0,1,both,1,1
1806,-0.335195455,1,0,0,1,1,none,1,0
1807,-2.373750876,0,0,0,0,0,none,2,0
1808,1.211356767,0,0,0,1,1,none,1,0
1809,-2.17616675,0,0,0,0,0,none,2,0
1810,-2.596194405,0,0,1,1,1,left,1,1
1811,1.263228483,1,1,1,0,1,left,0,1
1812,-0.793495283,0,1,0,1,1,none,1,0
1813,-1.834956006,0,0,0,1,0,none,0,1
1814,-1.417455627,1,1,1,1,1,both,0,1
1815,1.781992076,0,1,0,1,0,none,2,0
1816,0.062617481,0,1,1,0,0,right,1,0
1817,-0.738856394,0,1,1,1,0,both,2,0
1818,0.290713278,1,0,0,0,1,none,0,0
1819,-0.672525756,1,1,1,0,0,right,2,2
1820,1.151304648,0,1,0,1,0,none,0,0
1821,-0.525300397,1,0,1,0,0,both,0,1
1822,-3.090104374,0,1,1,1,0,both,0,1
1823,-0.98492108,1,0,0,0,0,none,1,0
1824,0.296245285,0,1,0,0,0,none,0,0
1825,-0.632774616,1,0,1,0,0,both,2,0
1826,0.918934469,1,0,1,0,1,right,1,0
1827,-3.080843758,1,0,0,0,1,none,2,0
1828,-0.901459742,1,0,0,0,0,none,1,0
1829,0.487722366,1,0,1,0,1,right,0,2
1830,1.349937841,1,0,0,1,0,none,0,0
1831,-3.049970424,0,0,1,1,1,both,0,1
1832,-2.59687254,1,0,1,0,0,both,0,1
1833,1.572899291,1,0,0,0,0,none,0,2
1834,2.835374328,0,0,1,1,0,both,2,2
1835,1.34670188,1,0,1,1,1,right,1,0
1836,0.289694202,1,1,0,1,1,none,2,0
1837,-1.842710378,1,0,1,0,1,both,0,1
1838,-2.15101348,0,0,0,1,0,none,2,0
1839,-2.231156087,1,0,1,1,1,both,0,1
1840,2.257341359,0,0,0,1,0,none,2,0
1841,-2.622662214,1,0,1,0,1,left,2,0
1842,0.815570205,1,0,0,0,0,none,0,2
1843,-0.748669013,0,0,0,0,1,none,1,1
1844,0.028519534,1,1,0,0,0,none,2,0
1845,-0.638271852,0,0,1,0,1,both,0,1
1846,-1.894517746,1,0,0,1,1,none,2,0
1847,-0.091576859,1,0,1,0,0,left,1,1
1848,-1.508826022,1,1,1,0,1,left,1,1
1849,0.070204631,0,1,1,0,1,both,1,0
1850,0.485767323,0,1,1,1,0,right,0,2
1851,-0.673708477,0,0,1,0,0,left,2,0
1852,1.644443148,1,0,1,1,1,left,2,0
1853,3.12255822,0,1,1,0,0,right,2,2
1854,1.726802561,0,0,1,0,0,both,0,2
1855,0.090140884,1,0,0,0,0,none,0,0
1856,-0.170722384,0,1,1,1,0,right,0,2
1857,1.322390312,1,1,0,1,1,none,2,0
1858,1.726089846,0,1,0,0,1,none,1,0
1859,2.061385074,1,1,0,0,0,none,1,0
1860,-1.973101882,1,0,0,1,1,none,1,0
1861,-0.456143133,0,0,0,0,0,none,1,1
1862,-1.922690046,1,0,0,1,1,none,0,0
1863,-2.997619391,0,0,0,1,0,none,0,1
1864,0.067250983,1,1,0,1,1,none,1,0
1865,2.425888157,1,0,0,0,0,none,1,0
1866,-2.088542426,1,1,1,1,1,both,2,0
1867,0.844669402,1,1,1,1,1,right,0,2
1868,1.696052187,0,0,0,1,0,none,1,0
1869,1.021241474,1,0,0,1,1,none,1,0
1870,1.210074715,0,0,1,1,0,right,0,2
1871,1.710462431,0,1,1,0,0,both,1,0
1872,-2.301582601,1,0,1,0,0,both,0,1
1873,0.457907828,0,0,0,1,0,none,0,0
1874,-2.08482208,1,0,0,1,0,none,0,0
1875,1.161626721,0,1,0,1,1,none,1,0
1876,1.810887907,0,0,1,0,0,both,2,2
1877,-0.639016805,1,0,0,0,1,none,2,0
1878,-3.004129148,0,0,1,0,1,both,0,1
1879,2.393768826,1,0,0,1,1,none,2,0
1880,1.849834376,1,1,1,0,0,right,1,0
1881,-1.126172829,0,0,1,0,1,right,2,2
1882,-2.147337575,0,1,0,0,0,none,0,0
1883,-1.244826687,0,1,1,0,1,both,2,0
1884,1.414622148,0,0,1,0,0,both,2,2
1885,1.585336431,1,0,1,1,0,right,2,2
1886,-1.14881814,1,1,1,0,1,right,0,2
1887,0.571191811,0,0,0,1,1,none,1,0
1888,-1.986619007,0,0,1,0,0,right,1,0
1889,1.406817862,0,0,0,0,1,none,2,0
1890,-0.268911947,0,1,1,1,0,both,2,0
1891,-0.20031695,0,1,0,1,0,none,0,0
1892,-1.625281503,0,0,0,0,1,none,2,0
1893,0.886720786,0,1,0,1,0,none,0,0
1894,2.425827462,1,1,1,1,1,right,2,2
1895,-2.250070035,1,1,0,0,1,none,0,0
1896,2.6460463,1,0,1,1,0,both,0,2
1897,2.046982129,0,1,1,1,1,both,1,0
1898,-2.971048942,0,1,0,0,0,none,0,0
1899,-3.087589677,0,1,0,1,1,none,1,0
1900,-0.104231054,1,0,1,1,0,right,0,2
1901,2.797152718,0,1,0,0,1,none,2,0
1902,-1.532373531,1,0,0,0,1,none,1,0
1903,-2.574441628,0,0,1,1,0,left,0,1
1904,2.703702746,0,0,1,1,1,both,1,0
1905,-1.305364269,1,0,0,0,0,none,1,0
1906,0.825955085,0,1,0,1,0,none,1,0
1907,2.340712826,0,1,0,1,1,none,0,0
1908,-3.101353378,1,0,1,0,0,left,2,0
1909,-1.610977811,0,1,1,0,0,right,2,2
1910,-0.446589169,1,0,1,0,0,right,0,2
1911,-1.730168575,0,0,0,0,1,none,0,1
1912,-1.409153866,0,0,1,0,0,right,0,2
1913,-0.208263177,0,1,0,1,1,none,2,0
1914,-1.505552669,1,1,0,0,0,none,2,0
1915,-2.587815366,0,0,1,1,1,left,2,0
1916,1.696191729,1,0,1,0,0,left,1,1
1917,-2.96226113,0,0,1,0,0,right,0,2
1918,-2.024747124,1,1,0,0,1,none,2,0
1919,0.347137936,0,1,0,1,1,none,2,0
1920,2.769404062,0,0,1,0,1,left,0,1
1921,-1.697183983,1,0,1,0,1,right,0,2
1922,-2.893429782,0,1,0,0,0,none,2,0
1923,-0.839524446,0,1,1,1,1,left,2,0
1924,0.746519924,0,1,0,0,0,none,1,0
1925,3.073589016,1,0,1,1,0,left,1,1
1926,2.242239426,1,0,0,1,1,none,2,0
1927,1.909568776,1,0,0,1,0,none,2,0
1928,-2.929457152,0,1,0,1,0,none,0,0
1929,3.005368643,1,1,0,0,0,none,1,0
1930,0.804001126,0,1,0,1,1,none,1,0
1931,2.650034884,1,0,1,0,1,right,1,0
1932,-0.545843786,1,0,0,0,1,none,1,0
1933,0.921601127,1,0,0,1,0,none,2,0
1934,2.954626312,1,1,1,0,0,both,2,2
1935,2.046421565,0,1,0,1,1,none,2,0
1936,0.786226109,1,0,0,0,1,none,0,0
1937,-0.90693263,1,0,1,0,0,left,1,1
1938,-1.405071924,1,1,0,0,1,none,0,0
1939,-2.05953407,0,1,1,0,0,both,2,0
1940,1.43370045,1,1,1,1,0,left,1,1
1941,-1.982298136,0,1,1,0,1,both,1,1
1942,-1.059645861,1,0,0,0,0,none,2,0
1943,2.056684193,1,1,1,0,0,both,1,0
1944,-2.73993984,1,1,0,1,1,none,2,0
1945,0.778940898,1,1,1,0,1,left,0,1
1946,1.54336767,0,1,0,0,0,none,1,0
1947,-0.268435334,1,1,0,1,1,none,1,0
1948,3.104934425,0,1,0,0,1,none,2,0
1949,0.929451314,0,1,0,1,1,none,1,0
1950,2.379599275,1,1,1,1,1,both,2,2
1951,-1.32216657,1,1,1,1,0,left,2,0
1952,-0.273048868,1,0,0,1,0,none,1,0
1953,-2.886541783,0,1,0,0,1,none,2,0
1954,0.931965886,0,0,0,0,0,none,2,2
1955,-2.051451678,0,0,1,0,1,both,1,1
1956,-3.089444976,1,1,1,1,1,left,1,1
1957,2.612505995,0,1,1,0,1,both,0,2
1958,2.501760293,1,1,1,0,0,right,1,0
1959,0.613137982,0,1,0,0,1,none,1,0
1960,-1.991829461,0,1,0,0,0,none,1,0
1961,-0.976029033,1,0,1,0,1,right,2,2
1962,0.04790161,0,1,0,1,0,none,1,0
1963,-1.789754418,0,1,1,0,1,left,2,0
1964,-0.801966092,1,1,1,0,0,both,0,1
1965,-0.472963966,0,0,1,0,0,left,2,0
1966,1.146272986,0,0,1,0,0,left,0,1
1967,-0.550130597,0,0,1,0,0,both,1,1
1968,-2.160735012,0,0,0,1,0,none,2,0
1969,-2.663543076,0,1,1,0,0,right,0,2
1970,1.254398528,0,1,1,1,1,right,2,2
1971,1.446339308,0,1,1,0,0,left,2,0
1972,-1.92372577,0,1,1,1,0,right,2,2
1973,2.144934745,0,1,0,0,1,none,0,0
1974,0.980186293,1,1,1,1,1,both,1,0
1975,0.180738233,1,0,0,1,0,none,2,0
1976,-2.451651266,1,0,1,0,0,both,1,1
1977,1.194394496,1,1,1,1,1,both,2,2
1978,2.458253229,1,1,1,0,0,both,2,2
1979,2.2653251,0,1,0,1,1,none,2,0
1980,-2.477926249,0,0,1,1,1,left,1,1
1981,-0.797878682,1,1,1,1,1,left,0,1
1982,1.308831642,0,0,0,0,0,none,1,0
1983,-2.483186111,1,1,0,0,1,none,0,0
1984,-0.935031071,0,0,0,0,1,none,2,0
1985,-1.084984908,0,1,0,0,0,none,0,0
1986,2.358372344,1,0,0,0,1,none,1,0
1987,0.06290769,1,0,1,1,0,right,2,2
1988,-1.13471827,0,1,0,1,1,none,0,0
1989,-2.918223332,0,0,0,1,1,none,1,1
1990,0.028355974,0,1,0,1,0,none,2,0
1991,0.090566092,1,0,1,0,0,both,0,2
1992,1.161808581,0,0,0,1,0,none,2,0
1993,-0.576407443,1,0,1,0,0,both,0,1
1994,-1.620960299,0,1,0,0,1,none,2,0
1995,1.6583153,0,0,1,0,0,right,0,2
1996,1.832805951,1,0,1,0,1,left,2,0
1997,-1.356301974,0,1,1,1,1,left,0,1
1998,1.833204164,0,1,1,1,0,both,2,2
1999,-0.104654982,1,1,0,0,1,none,1,0
2000,1.128651994,1,1,0,1,0,none,1,0
2001,1.214385335,1,0,1,1,0,both,1,0
2002,-1.250581392,0,0,1,1,0,both,0,1
2003,1.084204033,1,0,0,0,1,none,1,0
2004,-2.273922178,1,0,1,1,0,both,0,1
2005,-3.007452803,1,1,0,0,1,none,1,0
2006,-1.039963286,1,0,1,0,1,right,1,0
2007,-2.843728996,1,1,1,1,1,left,0,1
2008,2.769297788,0,1,0,0,1,none,0,0
2009,0.659995325,0,0,0,0,0,none,2,2
2010,1.051756571,1,0,0,1,0,none,0,0
2011,2.005238512,1,0,1,1,1,both,1,0
2012,1.937655152,1,0,0,1,0,none,2,0
2013,-2.957239253,0,0,1,1,0,left,0,1
2014,-2.043739812,0,0,1,0,0,both,0,1
2015,0.546111759,1,1,0,1,0,none,0,0
2016,1.663795568,0,0,1,0,0,both,0,2
2017,-0.4527462,0,0,0,0,1,none,1,1
2018,1.907605933,0,1,0,1,0,none,0,0
2019,2.842141564,0,1,1,0,0,left,0,1
2020,2.633362258,1,0,0,1,1,none,0,0
2021,-2.745596168,1,0,1,1,1,left,2,0
2022,0.61165715,0,0,1,0,1,left,0,1
2023,-2.444988445,1,1,1,0,0,right,2,2
2024,2.261251109,1,1,0,1,1,none,2,0
2025,-2.386243118,1,1,0,1,0,none,0,0
2026,2.018289909,1,0,1,0,1,both,1,0
2027,0.014428671,0,0,1,0,1,left,2,0
2028,0.436206043,0,1,1,0,1,right,0,2
2029,-0.813215906,0,0,1,0,1,right,1,0
2030,-0.55382453,0,1,1,1,1,right,2,2
2031,-0.554149787,1,0,0,1,1,none,0,0
2032,1.099628033,0,0,1,0,0,both,2,2
2033,1.269307934,1,0,0,0,0,none,2,2
2034,-2.861905675,1,0,0,1,0,none,0,0
2035,-1.087603664,0,1,0,0,1,none,1,0
2036,0.323519641,0,0,1,0,1,both,1,0
2037,2.141499891,0,0,1,1,0,right,0,2
2038,-1.120366824,0,0,1,1,1,left,2,0
2039,1.43924827,0,1,1,1,1,both,1,0
2040,-1.243946778,1,0,1,1,0,both,2,0
2041,-0.176707671,0,0,1,1,1,both,2,0
2042,-0.625988417,0,0,1,0,1,both,0,1
2043,-3.105982597,1,1,0,0,1,none,0,0
2044,-1.278560782,1,0,1,1,1,left,0,1
2045,1.31016952,0,0,0,0,1,none,1,0
2046,2.643406272,0,0,0,1,0,none,1,0
2047,2.867766599,1,0,0,0,1,none,2,0
2048,-2.74399498,0,1,0,1,1,none,1,0
2049,-2.412135199,1,0,1,0,0,right,2,2
2050,-0.365629823,0,1,1,0,1,left,2,0
2051,1.030231,0,1,1,1,0,left,0,1
2052,-1.192094208,0,0,0,1,1,none,1,1
2053,1.872869609,0,0,0,0,0,none,1,0
2054,3.058970948,1,0,1,1,1,left,2,0
2055,0.160922161,1,0,0,0,1,none,0,0
2056,-2.043817044,0,1,1,0,1,both,1,1
2057,-0.921963911,1,1,0,1,1,none,1,0
2058,3.017086458,1,0,1,0,0,both,0,2
2059,-2.400705961,1,1,1,1,0,left,1,1
2060,-1.415666646,0,1,0,1,1,none,0,0
2061,1.011824584,1,0,0,0,0,none,1,0
2062,2.321799856,1,1,1,1,1,left,1,1
2063,-2.581659779,0,0,1,1,0,right,0,2
2064,2.708129892,0,0,0,1,1,none,1,0
2065,2.659452957,0,1,0,1,1,none,0,0
2066,-1.962281211,0,1,0,1,1,none,1,0
2067,2.138268647,0,0,1,0,0,left,0,1
2068,0.894647115,1,0,0,0,1,none,1,0
2069,-1.984360485,1,1,0,1,0,none,1,0
2070,-0.185863358,0,1,0,0,0,none,1,0
2071,0.643474357,1,0,1,1,0,left,2,0
2072,-2.942407028,0,0,0,0,1,none,0,1
2073,1.493417175,1,1,1,0,1,left,1,1
2074,-2.24262495,0,1,0,1,0,none,2,0
2075,-2.143396904,1,0,1,1,0,left,2,0
2076,-1.808477408,1,1,1,1,0,left,2,0
2077,-0.238929603,0,1,1,0,0,both,1,1
2078,0.99264509,0,0,0,0,1,none,0,0
2079,1.24496341,0,0,0,0,1,none,2,0
2080,-2.302352304,1,1,1,0,0,right,0,2
2081,-1.312988085,1,0,1,0,0,both,0,1
2082,2.701067873,1,0,1,0,0,right,1,0
2083,0.227004836,0,1,1,0,0,right,2,2
2084,2.694350452,0,1,1,1,0,both,1,0
2085,0.703323981,1,0,0,1,1,none,1,0
2086,-2.457484817,1,1,0,0,0,none,0,0
2087,-0.038089571,1,0,0,1,0,none,0,0
2088,-1.220202392,1,0,0,1,0,none,0,0
2089,-0.339882706,0,1,1,0,1,right,1,0
2090,2.862428552,1,1,0,0,1,none,2,0
2091,-2.149263266,1,0,1,0,1,both,0,1
2092,-2.319524635,1,0,1,0,0,both,0,1
2093,1.612962917,0,0,0,0,0,none,2,2
2094,-3.100281433,1,0,0,1,1,none,1,0
2095,-2.266911557,0,0,0,0,0,none,2,0
2096,3.126590725,1,1,0,0,1,none,0,0
2097,1.728525737,1,0,1,1,1,both,0,2
2098,-1.219691634,0,0,1,1,1,left,2,0
2099,-2.38284977,1,1,0,0,0,none,0,0
2100,-3.004251106,1,0,1,0,0,both,2,0
2101,0.776016005,0,1,0,0,0,none,2,2
2102,-1.191838662,1,1,0,0,1,none,0,0
2103,1.487206102,0,1,1,1,1,both,1,0
2104,-2.708850728,0,0,0,1,0,none,0,1
2105,3.138877112,1,1,1,1,0,right,1,0
2106,2.718354569,1,1,1,1,1,right,1,0
2107,1.406494388,1,0,0,0,1,none,2,0
2108,2.673239957,0,1,0,0,0,none,1,0
2109,2.630723827,0,1,1,0,1,left,2,0
2110,-0.25372212,1,0,0,0,1,none,1,0
2111,0.212835628,0,1,0,0,1,none,2,0
2112,1.258566406,1,1,0,0,1,none,0,0
2113,0.657882967,1,0,0,1,0,none,0,0
2114,1.07176594,1,1,0,1,0,none,2,0
2115,0.63326851,1,0,1,1,1,both,0,2
2116,1.83059295,0,0,0,1,0,none,0,0
2117,1.194814452,0,0,0,1,0,none,2,0
2118,1.671209534,0,1,1,0,0,left,0,1
2119,-2.620698398,1,1,1,0,0,both,2,0
2120,2.580097043,0,1,0,1,1,none,2,0
2121,-0.954537407,0,1,1,1,1,left,1,1
2122,0.657366612,0,0,1,1,0,right,2,2
2123,2.285463111,1,1,0,0,0,none,1,0
2124,0.288589163,1,1,0,0,0,none,1,0
2125,-0.771957234,0,0,1,1,1,both,1,1
2126,2.522094829,1,0,1,0,0,both,0,2
2127,2.631847666,1,1,0,0,0,none,2,2
2128,-0.598991589,1,0,1,1,0,both,0,1
2129,1.374991004,1,1,1,1,1,right,1,0
2130,-2.640158529,0,0,0,1,1,none,2,0
2131,3.024843023,0,0,0,1,0,none,2,0
2132,-2.939189515,0,1,1,1,0,left,1,1
2133,2.346407772,0,1,1,0,0,right,2,2
2134,1.040128529,0,1,0,1,0,none,1,0
2135,1.490639161,0,1,0,1,0,none,0,0
2136,2.064164493,1,0,0,1,1,none,2,0
2137,0.417102041,0,0,1,1,0,left,2,0
2138,-2.898467971,0,0,1,1,1,both,2,0
2139,-1.738808999,1,1,0,0,1,none,1,0
2140,-0.861321968,0,1,1,1,1,left,1,1
2141,-1.932089569,0,1,0,1,0,none,2,0
2142,2.205070843,1,0,1,1,1,left,0,1
2143,0.081101365,0,0,1,1,1,right,1,0
2144,2.670933164,0,0,0,0,1,none,1,0
2145,-0.073777012,0,1,0,0,0,none,2,0
2146,-1.043322307,1,0,1,1,0,both,0,1
2147,-2.368293478,0,0,1,1,0,both,1,1
2148,-0.381437032,0,1,0,0,0,none,2,0
2149,-2.52982424,0,1,0,0,0,none,0,0
2150,-2.786963521,1,1,0,1,1,none,0,0
2151,1.099688907,1,0,1,0,1,right,1,0
2152,0.232341552,1,0,1,1,1,right,0,2
2153,-1.169297625,0,1,1,0,0,right,1,0
2154,1.394388509,0,0,1,1,1,left,2,0
2155,0.602481131,1,1,0,1,1,none,2,0
2156,-0.493076087,0,0,0,0,1,none,1,1
2157,0.334808882,1,0,0,0,1,none,0,0
2158,3.013098198,0,1,1,1,0,left,2,0
